Midnight Silk Chile,Sin Filtro,Rubio,Normal,False,1.23,9.72,Chile Tabacco Co. 5,6.5,2.0,10,20
Highland Peak Chile,Sin Filtro,Negro,Normal,True,0.87,1.12,Chile Tabacco Co. 5,6.5,2.0,10,20
Silver Lining Chile,Sin Filtro,Rubio,Normal,True,0.34,7.87,Chile Tabacco Co. 5,6.5,2.0,10,20
Amber Haze Chile,Con Filtro,Negro,Normal,True,0.28,1.93,Chile Tabacco Co. 5,6.5,2.0,10,20
Pure Essence Chile,Sin Filtro,Negro,Normal,False,0.73,12.28,Chile Tabacco Co. 5,6.5,2.0,10,20
Gold Leaf Chile,Sin Filtro,Rubio,Normal,True,0.57,2.34,Chile Tabacco Co. 6,6.5,2.0,10,20
Royal Blend Chile,Con Filtro,Negro,Light,False,0.5,13.29,Chile Tabacco Co. 6,6.5,2.0,10,20
Mountain Mist Chile,Sin Filtro,Rubio,Normal,True,0.72,8.3,Chile Tabacco Co. 6,6.5,2.0,10,20
Ocean Breeze Chile,Con Filtro,Negro,Normal,False,0.95,9.09,Chile Tabacco Co. 6,6.5,2.0,10,20
Urban Classic Chile,Con Filtro,Negro,Light,False,1.33,10.18,Chile Tabacco Co. 6,6.5,2.0,10,20
Midnight Silk Chile,Con Filtro,Negro,Normal,True,1.37,7.17,Chile Tabacco Co. 6,6.5,2.0,10,20
Highland Peak Chile,Sin Filtro,Negro,Normal,False,0.68,2.72,Chile Tabacco Co. 6,6.5,2.0,10,20
Silver Lining Chile,Sin Filtro,Rubio,Normal,True,0.51,1.46,Chile Tabacco Co. 6,6.5,2.0,10,20
Amber Haze Chile,Sin Filtro,Rubio,Normal,True,0.72,12.1,Chile Tabacco Co. 6,6.5,2.0,10,20
Pure Essence Chile,Con Filtro,Negro,Normal,False,0.99,9.06,Chile Tabacco Co. 6,6.5,2.0,10,20
Gold Leaf Chile,Con Filtro,Rubio,Normal,True,0.15,13.33,Chile Tabacco Co. 7,6.5,2.0,10,20
Royal Blend Chile,Con Filtro,Rubio,Normal,True,0.1,8.77,Chile Tabacco Co. 7,6.5,2.0,10,20
Mountain Mist Chile,Con Filtro,Negro,SuperLight,False,0.23,11.11,Chile Tabacco Co. 7,6.5,2.0,10,20
Ocean Breeze Chile,Sin Filtro,Rubio,Normal,True,1.47,13.83,Chile Tabacco Co. 7,6.5,2.0,10,20
Urban Classic Chile,Con Filtro,Negro,Normal,True,0.69,10.94,Chile Tabacco Co. 7,6.5,2.0,10,20
Midnight Silk Chile,Sin Filtro,Rubio,Normal,False,0.43,7.8,Chile Tabacco Co. 7,6.5,2.0,10,20
Highland Peak Chile,Sin Filtro,Negro,Normal,True,0.31,12.97,Chile Tabacco Co. 7,6.5,2.0,10,20
Silver Lining Chile,Sin Filtro,Rubio,Normal,True,0.67,11.6,Chile Tabacco Co. 7,6.5,2.0,10,20
Amber Haze Chile,Con Filtro,Rubio,Light,False,1.23,9.64,Chile Tabacco Co. 7,6.5,2.0,10,20
Pure Essence Chile,Con Filtro,Rubio,Normal,True,1.23,10.61,Chile Tabacco Co. 7,6.5,2.0,10,20
Gold Leaf Chile,Sin Filtro,Negro,Normal,True,1.23,7.93,Chile Tabacco Co. 8,6.5,2.0,10,20
Royal Blend Chile,Sin Filtro,Negro,Normal,False,1.29,13.07,Chile Tabacco Co. 8,6.5,2.0,10,20
Mountain Mist Chile,Con Filtro,Negro,Light,False,0.26,1.33,Chile Tabacco Co. 8,6.5,2.0,10,20
Ocean Breeze Chile,Sin Filtro,Negro,Normal,False,0.68,7.81,Chile Tabacco Co. 8,6.5,2.0,10,20
Urban Classic Chile,Con Filtro,Negro,Normal,False,1.09,13.1,Chile Tabacco Co. 8,6.5,2.0,10,20
Midnight Silk Chile,Con Filtro,Negro,UltraLight,False,0.7,5.38,Chile Tabacco Co. 8,6.5,2.0,10,20
Highland Peak Chile,Sin Filtro,Rubio,Normal,True,1.26,4.79,Chile Tabacco Co. 8,6.5,2.0,10,20
Silver Lining Chile,Sin Filtro,Negro,Normal,True,0.95,6.1,Chile Tabacco Co. 8,6.5,2.0,10,20
Amber Haze Chile,Sin Filtro,Rubio,Normal,False,1.09,4.46,Chile Tabacco Co. 8,6.5,2.0,10,20
Pure Essence Chile,Sin Filtro,Negro,Normal,False,0.77,9.81,Chile Tabacco Co. 8,6.5,2.0,10,20
Gold Leaf Chile,Con Filtro,Rubio,Light,False,1.06,13.63,Chile Tabacco Co. 9,6.5,2.0,10,20
Royal Blend Chile,Con Filtro,Rubio,Normal,True,0.21,2.06,Chile Tabacco Co. 9,6.5,2.0,10,20
Mountain Mist Chile,Sin Filtro,Rubio,Normal,False,1.28,11.47,Chile Tabacco Co. 9,6.5,2.0,10,20
Ocean Breeze Chile,Con Filtro,Rubio,Normal,True,0.74,3.95,Chile Tabacco Co. 9,6.5,2.0,10,20
Urban Classic Chile,Sin Filtro,Negro,Normal,True,0.49,4.34,Chile Tabacco Co. 9,6.5,2.0,10,20
Midnight Silk Chile,Sin Filtro,Negro,Normal,False,0.49,7.54,Chile Tabacco Co. 9,6.5,2.0,10,20
Highland Peak Chile,Sin Filtro,Rubio,Normal,False,0.32,9.27,Chile Tabacco Co. 9,6.5,2.0,10,20
Silver Lining Chile,Sin Filtro,Rubio,Normal,False,1.14,1.54,Chile Tabacco Co. 9,6.5,2.0,10,20
Amber Haze Chile,Sin Filtro,Negro,Normal,False,1.02,8.35,Chile Tabacco Co. 9,6.5,2.0,10,20
Pure Essence Chile,Sin Filtro,Rubio,Normal,True,0.37,6.0,Chile Tabacco Co. 9,6.5,2.0,10,20
Gold Leaf Chile,Sin Filtro,Rubio,Normal,True,0.9,7.63,Chile Tabacco Co. 10,6.5,2.0,10,20
Royal Blend Chile,Sin Filtro,Rubio,Normal,True,0.78,8.82,Chile Tabacco Co. 10,6.5,2.0,10,20
Mountain Mist Chile,Sin Filtro,Rubio,Normal,True,1.48,11.03,Chile Tabacco Co. 10,6.5,2.0,10,20
Ocean Breeze Chile,Sin Filtro,Rubio,Normal,False,0.97,12.55,Chile Tabacco Co. 10,6.5,2.0,10,20
Urban Classic Chile,Con Filtro,Rubio,Light,False,0.26,2.08,Chile Tabacco Co. 10,6.5,2.0,10,20
Midnight Silk Chile,Con Filtro,Rubio,Normal,True,0.53,7.21,Chile Tabacco Co. 10,6.5,2.0,10,20
Highland Peak Chile,Con Filtro,Negro,Light,False,0.8,4.44,Chile Tabacco Co. 10,6.5,2.0,10,20
Silver Lining Chile,Sin Filtro,Negro,Normal,True,0.27,3.27,Chile Tabacco Co. 10,6.5,2.0,10,20
Amber Haze Chile,Sin Filtro,Rubio,Normal,False,0.65,5.57,Chile Tabacco Co. 10,6.5,2.0,10,20
Pure Essence Chile,Con Filtro,Rubio,UltraLight,False,0.35,10.37,Chile Tabacco Co. 10,6.5,2.0,10,20
Gold Leaf Argentina,Con Filtro,Rubio,Normal,True,0.6,10.33,Argentina Tabacco Co. 1,6.5,2.0,10,20
Royal Blend Argentina,Sin Filtro,Negro,Normal,False,1.44,4.56,Argentina Tabacco Co. 1,6.5,2.0,10,20
Mountain Mist Argentina,Sin Filtro,Rubio,Normal,False,0.35,9.12,Argentina Tabacco Co. 1,6.5,2.0,10,20
Ocean Breeze Argentina,Con Filtro,Negro,Light,False,0.42,9.11,Argentina Tabacco Co. 1,6.5,2.0,10,20
Urban Classic Argentina,Sin Filtro,Rubio,Normal,False,1.44,11.35,Argentina Tabacco Co. 1,6.5,2.0,10,20
Midnight Silk Argentina,Sin Filtro,Rubio,Normal,True,0.8,4.1,Argentina Tabacco Co. 1,6.5,2.0,10,20
Highland Peak Argentina,Con Filtro,Rubio,Normal,True,0.74,7.12,Argentina Tabacco Co. 1,6.5,2.0,10,20
Silver Lining Argentina,Con Filtro,Negro,Normal,False,1.41,12.8,Argentina Tabacco Co. 1,6.5,2.0,10,20
Amber Haze Argentina,Con Filtro,Negro,Normal,True,1.35,9.57,Argentina Tabacco Co. 1,6.5,2.0,10,20
Pure Essence Argentina,Con Filtro,Negro,Normal,True,0.99,12.99,Argentina Tabacco Co. 1,6.5,2.0,10,20
Gold Leaf Argentina,Sin Filtro,Negro,Normal,True,0.82,2.95,Argentina Tabacco Co. 2,6.5,2.0,10,20
Royal Blend Argentina,Con Filtro,Rubio,Normal,True,0.66,10.61,Argentina Tabacco Co. 2,6.5,2.0,10,20
Mountain Mist Argentina,Con Filtro,Rubio,Normal,False,0.59,1.25,Argentina Tabacco Co. 2,6.5,2.0,10,20
Ocean Breeze Argentina,Sin Filtro,Negro,Normal,True,0.92,10.54,Argentina Tabacco Co. 2,6.5,2.0,10,20
Urban Classic Argentina,Con Filtro,Negro,Normal,True,1.27,9.43,Argentina Tabacco Co. 2,6.5,2.0,10,20
Midnight Silk Argentina,Sin Filtro,Rubio,Normal,True,0.9,9.21,Argentina Tabacco Co. 2,6.5,2.0,10,20
Highland Peak Argentina,Con Filtro,Rubio,Light,False,1.27,10.12,Argentina Tabacco Co. 2,6.5,2.0,10,20
Silver Lining Argentina,Sin Filtro,Negro,Normal,True,1.27,3.65,Argentina Tabacco Co. 2,6.5,2.0,10,20
Amber Haze Argentina,Con Filtro,Negro,Light,False,1.19,2.52,Argentina Tabacco Co. 2,6.5,2.0,10,20
Pure Essence Argentina,Sin Filtro,Negro,Normal,False,1.3,11.53,Argentina Tabacco Co. 2,6.5,2.0,10,20
Gold Leaf Argentina,Con Filtro,Negro,Normal,True,0.95,13.27,Argentina Tabacco Co. 3,6.5,2.0,10,20
Royal Blend Argentina,Sin Filtro,Rubio,Normal,False,0.63,5.03,Argentina Tabacco Co. 3,6.5,2.0,10,20
Mountain Mist Argentina,Con Filtro,Negro,UltraLight,False,1.17,7.56,Argentina Tabacco Co. 3,6.5,2.0,10,20
Ocean Breeze Argentina,Sin Filtro,Negro,Normal,True,1.42,13.74,Argentina Tabacco Co. 3,6.5,2.0,10,20
Urban Classic Argentina,Con Filtro,Rubio,Normal,True,0.1,9.55,Argentina Tabacco Co. 3,6.5,2.0,10,20
Midnight Silk Argentina,Sin Filtro,Negro,Normal,True,0.62,13.77,Argentina Tabacco Co. 3,6.5,2.0,10,20
Highland Peak Argentina,Con Filtro,Rubio,Normal,True,0.14,5.61,Argentina Tabacco Co. 3,6.5,2.0,10,20
Silver Lining Argentina,Con Filtro,Rubio,Normal,True,1.29,1.28,Argentina Tabacco Co. 3,6.5,2.0,10,20
Amber Haze Argentina,Sin Filtro,Rubio,Normal,False,1.11,4.51,Argentina Tabacco Co. 3,6.5,2.0,10,20
Pure Essence Argentina,Con Filtro,Rubio,Light,False,0.24,3.78,Argentina Tabacco Co. 3,6.5,2.0,10,20
Gold Leaf Argentina,Con Filtro,Negro,Normal,True,1.32,3.82,Argentina Tabacco Co. 4,6.5,2.0,10,20
Royal Blend Argentina,Sin Filtro,Rubio,Normal,True,1.15,3.54,Argentina Tabacco Co. 4,6.5,2.0,10,20
Mountain Mist Argentina,Con Filtro,Rubio,Normal,True,0.94,13.09,Argentina Tabacco Co. 4,6.5,2.0,10,20
Ocean Breeze Argentina,Con Filtro,Negro,Normal,True,1.21,12.92,Argentina Tabacco Co. 4,6.5,2.0,10,20
Urban Classic Argentina,Con Filtro,Negro,SuperLight,False,0.48,9.08,Argentina Tabacco Co. 4,6.5,2.0,10,20
Midnight Silk Argentina,Con Filtro,Rubio,Normal,True,1.48,11.75,Argentina Tabacco Co. 4,6.5,2.0,10,20
Highland Peak Argentina,Con Filtro,Negro,Normal,True,1.14,1.6,Argentina Tabacco Co. 4,6.5,2.0,10,20
Silver Lining Argentina,Con Filtro,Negro,Normal,False,0.97,5.38,Argentina Tabacco Co. 4,6.5,2.0,10,20
Amber Haze Argentina,Con Filtro,Negro,Normal,True,0.75,4.96,Argentina Tabacco Co. 4,6.5,2.0,10,20
Pure Essence Argentina,Con Filtro,Negro,Light,False,0.14,7.88,Argentina Tabacco Co. 4,6.5,2.0,10,20
Gold Leaf Argentina,Sin Filtro,Negro,Normal,False,0.8,7.46,Argentina Tabacco Co. 5,6.5,2.0,10,20
Royal Blend Argentina,Con Filtro,Negro,Normal,True,1.22,7.69,Argentina Tabacco Co. 5,6.5,2.0,10,20
Mountain Mist Argentina,Con Filtro,Negro,Normal,True,0.13,1.9,Argentina Tabacco Co. 5,6.5,2.0,10,20
Ocean Breeze Argentina,Con Filtro,Rubio,Normal,False,0.77,13.38,Argentina Tabacco Co. 5,6.5,2.0,10,20
Urban Classic Argentina,Con Filtro,Rubio,UltraLight,False,0.83,8.81,Argentina Tabacco Co. 5,6.5,2.0,10,20
Midnight Silk Argentina,Sin Filtro,Rubio,Normal,False,0.96,6.75,Argentina Tabacco Co. 5,6.5,2.0,10,20
Highland Peak Argentina,Con Filtro,Negro,Light,False,1.33,1.42,Argentina Tabacco Co. 5,6.5,2.0,10,20
Silver Lining Argentina,Con Filtro,Rubio,SuperLight,False,1.21,12.99,Argentina Tabacco Co. 5,6.5,2.0,10,20
Amber Haze Argentina,Sin Filtro,Rubio,Normal,True,0.63,7.36,Argentina Tabacco Co. 5,6.5,2.0,10,20
Pure Essence Argentina,Con Filtro,Rubio,Normal,True,0.31,9.76,Argentina Tabacco Co. 5,6.5,2.0,10,20
Gold Leaf Argentina,Sin Filtro,Negro,Normal,True,0.57,6.72,Argentina Tabacco Co. 6,6.5,2.0,10,20
Royal Blend Argentina,Con Filtro,Rubio,Normal,True,0.93,10.56,Argentina Tabacco Co. 6,6.5,2.0,10,20
Mountain Mist Argentina,Con Filtro,Negro,Normal,True,0.63,13.25,Argentina Tabacco Co. 6,6.5,2.0,10,20
Ocean Breeze Argentina,Sin Filtro,Rubio,Normal,True,0.76,10.26,Argentina Tabacco Co. 6,6.5,2.0,10,20
Urban Classic Argentina,Sin Filtro,Negro,Normal,False,0.26,3.71,Argentina Tabacco Co. 6,6.5,2.0,10,20
Midnight Silk Argentina,Con Filtro,Rubio,Normal,True,0.26,1.79,Argentina Tabacco Co. 6,6.5,2.0,10,20
Highland Peak Argentina,Con Filtro,Rubio,Normal,True,0.13,4.48,Argentina Tabacco Co. 6,6.5,2.0,10,20
Silver Lining Argentina,Con Filtro,Rubio,Normal,True,0.21,8.25,Argentina Tabacco Co. 6,6.5,2.0,10,20
Amber Haze Argentina,Con Filtro,Rubio,Normal,True,1.2,10.67,Argentina Tabacco Co. 6,6.5,2.0,10,20
Pure Essence Argentina,Con Filtro,Negro,Normal,False,0.18,9.6,Argentina Tabacco Co. 6,6.5,2.0,10,20
Gold Leaf Argentina,Con Filtro,Negro,Normal,True,0.82,13.79,Argentina Tabacco Co. 7,6.5,2.0,10,20
Royal Blend Argentina,Con Filtro,Rubio,Light,False,1.25,5.58,Argentina Tabacco Co. 7,6.5,2.0,10,20
Mountain Mist Argentina,Sin Filtro,Rubio,Normal,False,1.49,5.35,Argentina Tabacco Co. 7,6.5,2.0,10,20
Ocean Breeze Argentina,Sin Filtro,Rubio,Normal,False,1.41,3.01,Argentina Tabacco Co. 7,6.5,2.0,10,20
Urban Classic Argentina,Sin Filtro,Rubio,Normal,False,1.31,1.47,Argentina Tabacco Co. 7,6.5,2.0,10,20
Midnight Silk Argentina,Con Filtro,Negro,Normal,True,1.39,5.46,Argentina Tabacco Co. 7,6.5,2.0,10,20
Highland Peak Argentina,Con Filtro,Rubio,Normal,False,0.55,3.58,Argentina Tabacco Co. 7,6.5,2.0,10,20
Silver Lining Argentina,Con Filtro,Rubio,Normal,True,1.34,4.5,Argentina Tabacco Co. 7,6.5,2.0,10,20
Amber Haze Argentina,Sin Filtro,Negro,Normal,True,1.36,11.75,Argentina Tabacco Co. 7,6.5,2.0,10,20
Pure Essence Argentina,Con Filtro,Rubio,UltraLight,False,0.53,10.13,Argentina Tabacco Co. 7,6.5,2.0,10,20
Gold Leaf Argentina,Sin Filtro,Rubio,Normal,False,0.82,12.79,Argentina Tabacco Co. 8,6.5,2.0,10,20
Royal Blend Argentina,Con Filtro,Negro,SuperLight,False,0.88,1.94,Argentina Tabacco Co. 8,6.5,2.0,10,20
Mountain Mist Argentina,Con Filtro,Negro,Normal,True,1.04,3.94,Argentina Tabacco Co. 8,6.5,2.0,10,20
Ocean Breeze Argentina,Sin Filtro,Rubio,Normal,True,1.02,1.07,Argentina Tabacco Co. 8,6.5,2.0,10,20
Urban Classic Argentina,Sin Filtro,Negro,Normal,False,1.38,13.41,Argentina Tabacco Co. 8,6.5,2.0,10,20
Midnight Silk Argentina,Con Filtro,Negro,SuperLight,False,0.19,13.44,Argentina Tabacco Co. 8,6.5,2.0,10,20
Highland Peak Argentina,Con Filtro,Negro,SuperLight,False,1.25,9.82,Argentina Tabacco Co. 8,6.5,2.0,10,20
Silver Lining Argentina,Con Filtro,Negro,SuperLight,False,0.64,1.93,Argentina Tabacco Co. 8,6.5,2.0,10,20
Amber Haze Argentina,Con Filtro,Rubio,Normal,True,0.97,12.28,Argentina Tabacco Co. 8,6.5,2.0,10,20
Pure Essence Argentina,Con Filtro,Rubio,Normal,True,0.83,13.5,Argentina Tabacco Co. 8,6.5,2.0,10,20
Gold Leaf Argentina,Sin Filtro,Rubio,Normal,False,0.77,4.91,Argentina Tabacco Co. 9,6.5,2.0,10,20
Royal Blend Argentina,Con Filtro,Negro,Light,False,0.84,12.61,Argentina Tabacco Co. 9,6.5,2.0,10,20
Mountain Mist Argentina,Sin Filtro,Rubio,Normal,True,0.83,11.24,Argentina Tabacco Co. 9,6.5,2.0,10,20
Ocean Breeze Argentina,Con Filtro,Negro,Normal,True,0.32,4.16,Argentina Tabacco Co. 9,6.5,2.0,10,20
Urban Classic Argentina,Sin Filtro,Negro,Normal,False,1.22,12.6,Argentina Tabacco Co. 9,6.5,2.0,10,20
Midnight Silk Argentina,Con Filtro,Rubio,Normal,False,0.17,3.22,Argentina Tabacco Co. 9,6.5,2.0,10,20
Highland Peak Argentina,Con Filtro,Rubio,Normal,True,0.89,7.55,Argentina Tabacco Co. 9,6.5,2.0,10,20
Silver Lining Argentina,Sin Filtro,Negro,Normal,True,0.66,7.68,Argentina Tabacco Co. 9,6.5,2.0,10,20
Amber Haze Argentina,Con Filtro,Negro,Light,False,0.65,6.42,Argentina Tabacco Co. 9,6.5,2.0,10,20
Pure Essence Argentina,Con Filtro,Rubio,SuperLight,False,1.37,3.67,Argentina Tabacco Co. 9,6.5,2.0,10,20
Gold Leaf Argentina,Sin Filtro,Negro,Normal,True,0.13,1.14,Argentina Tabacco Co. 10,6.5,2.0,10,20
Royal Blend Argentina,Sin Filtro,Negro,Normal,False,0.64,6.96,Argentina Tabacco Co. 10,6.5,2.0,10,20
Mountain Mist Argentina,Con Filtro,Rubio,Light,False,1.49,3.05,Argentina Tabacco Co. 10,6.5,2.0,10,20
Ocean Breeze Argentina,Con Filtro,Rubio,Normal,True,0.74,6.27,Argentina Tabacco Co. 10,6.5,2.0,10,20
Urban Classic Argentina,Sin Filtro,Rubio,Normal,False,0.81,3.82,Argentina Tabacco Co. 10,6.5,2.0,10,20
Midnight Silk Argentina,Con Filtro,Negro,Normal,True,1.07,9.67,Argentina Tabacco Co. 10,6.5,2.0,10,20
Highland Peak Argentina,Con Filtro,Rubio,UltraLight,False,0.37,1.63,Argentina Tabacco Co. 10,6.5,2.0,10,20
Silver Lining Argentina,Sin Filtro,Negro,Normal,False,0.51,2.31,Argentina Tabacco Co. 10,6.5,2.0,10,20
Amber Haze Argentina,Sin Filtro,Negro,Normal,False,0.14,3.11,Argentina Tabacco Co. 10,6.5,2.0,10,20
Pure Essence Argentina,Con Filtro,Rubio,SuperLight,False,0.54,11.87,Argentina Tabacco Co. 10,6.5,2.0,10,20
Gold Leaf Reino,Con Filtro,Rubio,Light,False,1.42,3.13,Reino Unido Tabacco Co. 1,6.5,2.0,10,20
Royal Blend Reino,Sin Filtro,Rubio,Normal,False,1.03,13.59,Reino Unido Tabacco Co. 1,6.5,2.0,10,20
Mountain Mist Reino,Sin Filtro,Rubio,Normal,False,1.49,9.7,Reino Unido Tabacco Co. 1,6.5,2.0,10,20
Ocean Breeze Reino,Con Filtro,Rubio,Normal,True,1.31,8.7,Reino Unido Tabacco Co. 1,6.5,2.0,10,20
Urban Classic Reino,Sin Filtro,Negro,Normal,False,1.36,8.74,Reino Unido Tabacco Co. 1,6.5,2.0,10,20
Midnight Silk Reino,Sin Filtro,Rubio,Normal,True,0.65,4.12,Reino Unido Tabacco Co. 1,6.5,2.0,10,20
Highland Peak Reino,Sin Filtro,Rubio,Normal,True,1.18,1.62,Reino Unido Tabacco Co. 1,6.5,2.0,10,20
Silver Lining Reino,Con Filtro,Rubio,Normal,False,0.87,3.19,Reino Unido Tabacco Co. 1,6.5,2.0,10,20
Amber Haze Reino,Con Filtro,Rubio,UltraLight,False,1.16,9.62,Reino Unido Tabacco Co. 1,6.5,2.0,10,20
Pure Essence Reino,Sin Filtro,Negro,Normal,True,1.03,11.22,Reino Unido Tabacco Co. 1,6.5,2.0,10,20
Gold Leaf Reino,Sin Filtro,Negro,Normal,False,0.27,10.63,Reino Unido Tabacco Co. 2,6.5,2.0,10,20
Royal Blend Reino,Con Filtro,Rubio,UltraLight,False,1.06,1.1,Reino Unido Tabacco Co. 2,6.5,2.0,10,20
Mountain Mist Reino,Con Filtro,Rubio,Light,False,0.12,9.71,Reino Unido Tabacco Co. 2,6.5,2.0,10,20
Ocean Breeze Reino,Con Filtro,Negro,UltraLight,False,0.9,1.36,Reino Unido Tabacco Co. 2,6.5,2.0,10,20
Urban Classic Reino,Sin Filtro,Rubio,Normal,False,1.26,8.27,Reino Unido Tabacco Co. 2,6.5,2.0,10,20
Midnight Silk Reino,Sin Filtro,Negro,Normal,False,1.35,5.04,Reino Unido Tabacco Co. 2,6.5,2.0,10,20
Highland Peak Reino,Con Filtro,Rubio,SuperLight,False,0.68,4.67,Reino Unido Tabacco Co. 2,6.5,2.0,10,20
Silver Lining Reino,Con Filtro,Negro,Normal,True,0.8,6.57,Reino Unido Tabacco Co. 2,6.5,2.0,10,20
Amber Haze Reino,Con Filtro,Negro,Normal,False,0.77,10.84,Reino Unido Tabacco Co. 2,6.5,2.0,10,20
