NIF-CHI-LA -4,2156,CP-9667,Estanco La Florida 4,Av. Providencia 528,La Florida,Metropolitana
NIF-CHI-LA -5,4628,CP-8124,Estanco La Florida 5,Av. Libertador B. O'Higgins 1927,La Florida,Metropolitana
NIF-CHI-LA -6,3876,CP-2631,Estanco La Florida 6,Av. Libertador B. O'Higgins 760,La Florida,Metropolitana
NIF-CHI-LA -7,6060,CP-4951,Estanco La Florida 7,Av. Providencia 844,La Florida,Metropolitana
NIF-CHI-LA -8,9824,CP-3651,Estanco La Florida 8,Calle Bandera 1312,La Florida,Metropolitana
NIF-CHI-LA -9,8438,CP-1973,Estanco La Florida 9,Av. Providencia 1203,La Florida,Metropolitana
NIF-CHI-LA -10,3581,CP-2958,Estanco La Florida 10,Av. Providencia 950,La Florida,Metropolitana
NIF-CHI-LA -11,4163,CP-7651,Estanco La Florida 11,Av. Apoquindo 123,La Florida,Metropolitana
NIF-CHI-LA -12,8008,CP-8571,Estanco La Florida 12,Av. Apoquindo 803,La Florida,Metropolitana
NIF-CHI-LA -13,5638,CP-3335,Estanco La Florida 13,Av. Providencia 1618,La Florida,Metropolitana
NIF-CHI-LA -14,1643,CP-5777,Estanco La Florida 14,Calle Ahumada 96,La Florida,Metropolitana
NIF-CHI-LA -15,7085,CP-9879,Estanco La Florida 15,Av. Providencia 1587,La Florida,Metropolitana
NIF-CHI-LAS-1,3988,CP-4743,Estanco Las Condes 1,Calle Bandera 984,Las Condes,Metropolitana
NIF-CHI-LAS-2,6647,CP-8138,Estanco Las Condes 2,Calle Bandera 320,Las Condes,Metropolitana
NIF-CHI-LAS-3,1886,CP-7028,Estanco Las Condes 3,Av. Providencia 1617,Las Condes,Metropolitana
NIF-CHI-LAS-4,2144,CP-6957,Estanco Las Condes 4,Av. Providencia 828,Las Condes,Metropolitana
NIF-CHI-LAS-5,7013,CP-7810,Estanco Las Condes 5,Av. Apoquindo 1824,Las Condes,Metropolitana
NIF-CHI-LAS-6,4977,CP-9905,Estanco Las Condes 6,Av. Providencia 526,Las Condes,Metropolitana
NIF-CHI-LAS-7,8739,CP-8726,Estanco Las Condes 7,Calle Bandera 665,Las Condes,Metropolitana
NIF-CHI-LAS-8,7508,CP-6707,Estanco Las Condes 8,Calle Bandera 1201,Las Condes,Metropolitana
NIF-CHI-LAS-9,9078,CP-5552,Estanco Las Condes 9,Av. Providencia 793,Las Condes,Metropolitana
NIF-CHI-LAS-10,8610,CP-6427,Estanco Las Condes 10,Av. Libertador B. O'Higgins 1806,Las Condes,Metropolitana
NIF-CHI-LAS-11,5365,CP-5681,Estanco Las Condes 11,Av. Libertador B. O'Higgins 784,Las Condes,Metropolitana
NIF-CHI-LAS-12,3621,CP-7366,Estanco Las Condes 12,Calle Ahumada 399,Las Condes,Metropolitana
NIF-CHI-LAS-13,6393,CP-8678,Estanco Las Condes 13,Av. Apoquindo 1714,Las Condes,Metropolitana
NIF-CHI-LAS-14,1730,CP-5549,Estanco Las Condes 14,Calle Ahumada 1374,Las Condes,Metropolitana
NIF-CHI-LAS-15,4257,CP-4317,Estanco Las Condes 15,Av. Libertador B. O'Higgins 625,Las Condes,Metropolitana
NIF-CHI-VIÑ-1,4239,CP-1888,Estanco Viña del Mar 1,Av. Libertador B. O'Higgins 1845,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-2,9012,CP-1648,Estanco Viña del Mar 2,Av. Apoquindo 1572,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-3,6450,CP-6400,Estanco Viña del Mar 3,Calle Ahumada 594,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-4,5043,CP-5233,Estanco Viña del Mar 4,Av. Apoquindo 515,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-5,7403,CP-9977,Estanco Viña del Mar 5,Av. Libertador B. O'Higgins 20,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-6,3045,CP-4193,Estanco Viña del Mar 6,Av. Apoquindo 813,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-7,3386,CP-9977,Estanco Viña del Mar 7,Av. Apoquindo 581,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-8,1004,CP-9019,Estanco Viña del Mar 8,Calle Bandera 575,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-9,2848,CP-9012,Estanco Viña del Mar 9,Av. Providencia 269,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-10,4825,CP-5878,Estanco Viña del Mar 10,Calle Ahumada 1507,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-11,8568,CP-4586,Estanco Viña del Mar 11,Av. Apoquindo 1675,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-12,6722,CP-8690,Estanco Viña del Mar 12,Av. Providencia 1952,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-13,4432,CP-9185,Estanco Viña del Mar 13,Calle Ahumada 540,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-14,3583,CP-1033,Estanco Viña del Mar 14,Av. Libertador B. O'Higgins 1528,Viña del Mar,Valparaíso
NIF-CHI-VIÑ-15,9677,CP-7248,Estanco Viña del Mar 15,Av. Providencia 1720,Viña del Mar,Valparaíso
NIF-CHI-VAL-1,1524,CP-4922,Estanco Valparaíso 1,Av. Libertador B. O'Higgins 1710,Valparaíso,Valparaíso
NIF-CHI-VAL-2,1081,CP-5887,Estanco Valparaíso 2,Av. Providencia 951,Valparaíso,Valparaíso
NIF-CHI-VAL-3,7512,CP-9585,Estanco Valparaíso 3,Av. Providencia 1852,Valparaíso,Valparaíso
NIF-CHI-VAL-4,6003,CP-7516,Estanco Valparaíso 4,Av. Providencia 213,Valparaíso,Valparaíso
NIF-CHI-VAL-5,2285,CP-3536,Estanco Valparaíso 5,Av. Apoquindo 1042,Valparaíso,Valparaíso
NIF-CHI-VAL-6,9447,CP-9756,Estanco Valparaíso 6,Av. Providencia 232,Valparaíso,Valparaíso
NIF-CHI-VAL-7,8800,CP-2824,Estanco Valparaíso 7,Av. Libertador B. O'Higgins 578,Valparaíso,Valparaíso
NIF-CHI-VAL-8,1084,CP-5670,Estanco Valparaíso 8,Av. Libertador B. O'Higgins 904,Valparaíso,Valparaíso
NIF-CHI-VAL-9,3759,CP-1618,Estanco Valparaíso 9,Calle Bandera 1036,Valparaíso,Valparaíso
NIF-CHI-VAL-10,8515,CP-3810,Estanco Valparaíso 10,Calle Ahumada 1521,Valparaíso,Valparaíso
NIF-CHI-VAL-11,4012,CP-9544,Estanco Valparaíso 11,Calle Bandera 1162,Valparaíso,Valparaíso
NIF-CHI-VAL-12,2175,CP-4440,Estanco Valparaíso 12,Calle Ahumada 577,Valparaíso,Valparaíso
NIF-CHI-VAL-13,2989,CP-2534,Estanco Valparaíso 13,Calle Bandera 1,Valparaíso,Valparaíso
NIF-CHI-VAL-14,6218,CP-5457,Estanco Valparaíso 14,Calle Bandera 1346,Valparaíso,Valparaíso
NIF-CHI-VAL-15,7501,CP-8048,Estanco Valparaíso 15,Av. Apoquindo 1420,Valparaíso,Valparaíso
NIF-CHI-QUI-1,4595,CP-6662,Estanco Quilpué 1,Av. Libertador B. O'Higgins 1215,Quilpué,Valparaíso
NIF-CHI-QUI-2,3118,CP-2278,Estanco Quilpué 2,Calle Ahumada 259,Quilpué,Valparaíso
NIF-CHI-QUI-3,8434,CP-6617,Estanco Quilpué 3,Calle Bandera 562,Quilpué,Valparaíso
NIF-CHI-QUI-4,2215,CP-4605,Estanco Quilpué 4,Av. Libertador B. O'Higgins 965,Quilpué,Valparaíso
NIF-CHI-QUI-5,9154,CP-1054,Estanco Quilpué 5,Av. Providencia 1527,Quilpué,Valparaíso
NIF-CHI-QUI-6,7053,CP-8082,Estanco Quilpué 6,Calle Bandera 1383,Quilpué,Valparaíso
NIF-CHI-QUI-7,8733,CP-8627,Estanco Quilpué 7,Calle Bandera 517,Quilpué,Valparaíso
NIF-CHI-QUI-8,2955,CP-1971,Estanco Quilpué 8,Calle Ahumada 1896,Quilpué,Valparaíso
NIF-CHI-QUI-9,7131,CP-3178,Estanco Quilpué 9,Calle Bandera 1256,Quilpué,Valparaíso
NIF-CHI-QUI-10,2740,CP-7374,Estanco Quilpué 10,Av. Libertador B. O'Higgins 15,Quilpué,Valparaíso
NIF-CHI-QUI-11,3614,CP-2618,Estanco Quilpué 11,Av. Providencia 1437,Quilpué,Valparaíso
NIF-CHI-QUI-12,5393,CP-7947,Estanco Quilpué 12,Calle Ahumada 292,Quilpué,Valparaíso
NIF-CHI-QUI-13,4046,CP-7480,Estanco Quilpué 13,Calle Bandera 1442,Quilpué,Valparaíso
NIF-CHI-QUI-14,3467,CP-4575,Estanco Quilpué 14,Calle Bandera 156,Quilpué,Valparaíso
NIF-CHI-QUI-15,3017,CP-2566,Estanco Quilpué 15,Calle Bandera 63,Quilpué,Valparaíso
NIF-CHI-VIL-1,2307,CP-4136,Estanco Villa Alemana 1,Calle Bandera 733,Villa Alemana,Valparaíso
NIF-CHI-VIL-2,1799,CP-8337,Estanco Villa Alemana 2,Av. Providencia 1845,Villa Alemana,Valparaíso
NIF-CHI-VIL-3,8052,CP-8740,Estanco Villa Alemana 3,Calle Ahumada 517,Villa Alemana,Valparaíso
NIF-CHI-VIL-4,2757,CP-9905,Estanco Villa Alemana 4,Calle Ahumada 174,Villa Alemana,Valparaíso
NIF-CHI-VIL-5,8082,CP-2824,Estanco Villa Alemana 5,Calle Bandera 1157,Villa Alemana,Valparaíso
NIF-CHI-VIL-6,9217,CP-5064,Estanco Villa Alemana 6,Av. Libertador B. O'Higgins 570,Villa Alemana,Valparaíso
NIF-CHI-VIL-7,4571,CP-2574,Estanco Villa Alemana 7,Calle Bandera 196,Villa Alemana,Valparaíso
NIF-CHI-VIL-8,7954,CP-9128,Estanco Villa Alemana 8,Calle Ahumada 1187,Villa Alemana,Valparaíso
NIF-CHI-VIL-9,6490,CP-4175,Estanco Villa Alemana 9,Calle Bandera 1569,Villa Alemana,Valparaíso
NIF-CHI-VIL-10,4953,CP-5111,Estanco Villa Alemana 10,Calle Ahumada 441,Villa Alemana,Valparaíso
NIF-CHI-VIL-11,7067,CP-5470,Estanco Villa Alemana 11,Av. Apoquindo 1198,Villa Alemana,Valparaíso
NIF-CHI-VIL-12,5489,CP-3190,Estanco Villa Alemana 12,Calle Bandera 458,Villa Alemana,Valparaíso
NIF-CHI-VIL-13,6078,CP-8295,Estanco Villa Alemana 13,Calle Ahumada 1686,Villa Alemana,Valparaíso
NIF-CHI-VIL-14,5654,CP-9236,Estanco Villa Alemana 14,Calle Ahumada 213,Villa Alemana,Valparaíso
NIF-CHI-VIL-15,4173,CP-4258,Estanco Villa Alemana 15,Av. Libertador B. O'Higgins 1716,Villa Alemana,Valparaíso
NIF-CHI-SAN-1,1035,CP-3264,Estanco San Antonio 1,Av. Libertador B. O'Higgins 505,San Antonio,Valparaíso
NIF-CHI-SAN-2,1124,CP-7331,Estanco San Antonio 2,Av. Apoquindo 485,San Antonio,Valparaíso
NIF-CHI-SAN-3,6106,CP-3096,Estanco San Antonio 3,Av. Apoquindo 1908,San Antonio,Valparaíso
NIF-CHI-SAN-4,2488,CP-4533,Estanco San Antonio 4,Av. Providencia 1065,San Antonio,Valparaíso
NIF-CHI-SAN-5,4964,CP-4127,Estanco San Antonio 5,Calle Bandera 257,San Antonio,Valparaíso
NIF-CHI-SAN-6,4519,CP-4482,Estanco San Antonio 6,Calle Bandera 1130,San Antonio,Valparaíso
NIF-CHI-SAN-7,2400,CP-1872,Estanco San Antonio 7,Av. Apoquindo 1443,San Antonio,Valparaíso
NIF-CHI-SAN-8,9623,CP-4431,Estanco San Antonio 8,Av. Apoquindo 1135,San Antonio,Valparaíso
NIF-CHI-SAN-9,6917,CP-7062,Estanco San Antonio 9,Calle Ahumada 1843,San Antonio,Valparaíso
NIF-CHI-SAN-10,5856,CP-3020,Estanco San Antonio 10,Calle Bandera 1793,San Antonio,Valparaíso
NIF-CHI-SAN-11,8732,CP-6484,Estanco San Antonio 11,Calle Ahumada 1832,San Antonio,Valparaíso
NIF-CHI-SAN-12,6257,CP-2959,Estanco San Antonio 12,Av. Providencia 1547,San Antonio,Valparaíso
NIF-CHI-SAN-13,8698,CP-8708,Estanco San Antonio 13,Av. Apoquindo 1412,San Antonio,Valparaíso
NIF-CHI-SAN-14,4619,CP-3047,Estanco San Antonio 14,Calle Bandera 1430,San Antonio,Valparaíso
NIF-CHI-SAN-15,3961,CP-7944,Estanco San Antonio 15,Av. Apoquindo 1930,San Antonio,Valparaíso
NIF-ARG-LA -1,7415,CP-5661,Estanco La Plata 1,Av. de Mayo 503,La Plata,Buenos Aires
NIF-ARG-LA -2,7423,CP-6389,Estanco La Plata 2,Av. Corrientes 1060,La Plata,Buenos Aires
NIF-ARG-LA -3,4521,CP-6840,Estanco La Plata 3,Calle Lavalle 1974,La Plata,Buenos Aires
NIF-ARG-LA -4,3716,CP-1019,Estanco La Plata 4,Av. Santa Fe 1874,La Plata,Buenos Aires
NIF-ARG-LA -5,1491,CP-5408,Estanco La Plata 5,Av. Santa Fe 171,La Plata,Buenos Aires
NIF-ARG-LA -6,8886,CP-7837,Estanco La Plata 6,Av. Corrientes 320,La Plata,Buenos Aires
NIF-ARG-LA -7,3481,CP-6148,Estanco La Plata 7,Av. Corrientes 316,La Plata,Buenos Aires
NIF-ARG-LA -8,7882,CP-3708,Estanco La Plata 8,Calle Lavalle 1253,La Plata,Buenos Aires
NIF-ARG-LA -9,4676,CP-4761,Estanco La Plata 9,Calle Lavalle 1140,La Plata,Buenos Aires
NIF-ARG-LA -10,8231,CP-8490,Estanco La Plata 10,Av. de Mayo 1924,La Plata,Buenos Aires
NIF-ARG-LA -11,7540,CP-2786,Estanco La Plata 11,Av. de Mayo 98,La Plata,Buenos Aires
NIF-ARG-LA -12,4218,CP-1080,Estanco La Plata 12,Av. de Mayo 576,La Plata,Buenos Aires
NIF-ARG-LA -13,2226,CP-5004,Estanco La Plata 13,Av. Corrientes 1174,La Plata,Buenos Aires
NIF-ARG-LA -14,3561,CP-2562,Estanco La Plata 14,Av. Santa Fe 311,La Plata,Buenos Aires
NIF-ARG-LA -15,2733,CP-4742,Estanco La Plata 15,Calle Lavalle 1998,La Plata,Buenos Aires
NIF-ARG-MAR-1,6239,CP-9975,Estanco Mar del Plata 1,Calle Florida 25,Mar del Plata,Buenos Aires
NIF-ARG-MAR-2,7480,CP-3087,Estanco Mar del Plata 2,Av. Corrientes 1663,Mar del Plata,Buenos Aires
NIF-ARG-MAR-3,8766,CP-2593,Estanco Mar del Plata 3,Calle Lavalle 19,Mar del Plata,Buenos Aires
NIF-ARG-MAR-4,9549,CP-3860,Estanco Mar del Plata 4,Av. de Mayo 732,Mar del Plata,Buenos Aires
NIF-ARG-MAR-5,1468,CP-9866,Estanco Mar del Plata 5,Av. de Mayo 760,Mar del Plata,Buenos Aires
NIF-ARG-MAR-6,4050,CP-2014,Estanco Mar del Plata 6,Av. Corrientes 1722,Mar del Plata,Buenos Aires
NIF-ARG-MAR-7,7938,CP-6000,Estanco Mar del Plata 7,Av. de Mayo 1681,Mar del Plata,Buenos Aires
NIF-ARG-MAR-8,3949,CP-4265,Estanco Mar del Plata 8,Calle Lavalle 57,Mar del Plata,Buenos Aires
NIF-ARG-MAR-9,3799,CP-7769,Estanco Mar del Plata 9,Av. de Mayo 827,Mar del Plata,Buenos Aires
NIF-ARG-MAR-10,8900,CP-6701,Estanco Mar del Plata 10,Calle Florida 1297,Mar del Plata,Buenos Aires
NIF-ARG-MAR-11,1223,CP-4433,Estanco Mar del Plata 11,Calle Florida 1576,Mar del Plata,Buenos Aires
NIF-ARG-MAR-12,5862,CP-5115,Estanco Mar del Plata 12,Av. Corrientes 1676,Mar del Plata,Buenos Aires
NIF-ARG-MAR-13,2918,CP-1985,Estanco Mar del Plata 13,Calle Florida 722,Mar del Plata,Buenos Aires
NIF-ARG-MAR-14,8738,CP-7496,Estanco Mar del Plata 14,Av. Corrientes 1572,Mar del Plata,Buenos Aires
NIF-ARG-MAR-15,3890,CP-9771,Estanco Mar del Plata 15,Calle Lavalle 221,Mar del Plata,Buenos Aires
NIF-ARG-QUI-1,9781,CP-7704,Estanco Quilmes 1,Calle Florida 1099,Quilmes,Buenos Aires
NIF-ARG-QUI-2,7481,CP-8615,Estanco Quilmes 2,Calle Lavalle 506,Quilmes,Buenos Aires
NIF-ARG-QUI-3,5803,CP-4597,Estanco Quilmes 3,Calle Lavalle 1472,Quilmes,Buenos Aires
NIF-ARG-QUI-4,2772,CP-5685,Estanco Quilmes 4,Calle Lavalle 975,Quilmes,Buenos Aires
NIF-ARG-QUI-5,3918,CP-5971,Estanco Quilmes 5,Calle Florida 1493,Quilmes,Buenos Aires
NIF-ARG-QUI-6,4108,CP-1078,Estanco Quilmes 6,Av. Corrientes 1636,Quilmes,Buenos Aires
NIF-ARG-QUI-7,5873,CP-2249,Estanco Quilmes 7,Av. de Mayo 1357,Quilmes,Buenos Aires
NIF-ARG-QUI-8,4566,CP-8178,Estanco Quilmes 8,Calle Lavalle 622,Quilmes,Buenos Aires
NIF-ARG-QUI-9,4058,CP-6837,Estanco Quilmes 9,Av. Corrientes 1947,Quilmes,Buenos Aires
NIF-ARG-QUI-10,6196,CP-7425,Estanco Quilmes 10,Av. Corrientes 188,Quilmes,Buenos Aires
NIF-ARG-QUI-11,1739,CP-8059,Estanco Quilmes 11,Calle Lavalle 929,Quilmes,Buenos Aires
NIF-ARG-QUI-12,6035,CP-1117,Estanco Quilmes 12,Av. Corrientes 913,Quilmes,Buenos Aires
NIF-ARG-QUI-13,4134,CP-9340,Estanco Quilmes 13,Av. de Mayo 134,Quilmes,Buenos Aires
NIF-ARG-QUI-14,5504,CP-3514,Estanco Quilmes 14,Av. de Mayo 1777,Quilmes,Buenos Aires
NIF-ARG-QUI-15,8806,CP-5793,Estanco Quilmes 15,Av. Santa Fe 966,Quilmes,Buenos Aires
NIF-ARG-AVE-1,8968,CP-1170,Estanco Avellaneda 1,Av. de Mayo 1796,Avellaneda,Buenos Aires
NIF-ARG-AVE-2,3414,CP-4631,Estanco Avellaneda 2,Av. de Mayo 307,Avellaneda,Buenos Aires
NIF-ARG-AVE-3,5605,CP-7861,Estanco Avellaneda 3,Calle Lavalle 414,Avellaneda,Buenos Aires
NIF-ARG-AVE-4,8902,CP-3484,Estanco Avellaneda 4,Av. de Mayo 1779,Avellaneda,Buenos Aires
NIF-ARG-AVE-5,5687,CP-4332,Estanco Avellaneda 5,Av. Santa Fe 935,Avellaneda,Buenos Aires
NIF-ARG-AVE-6,5467,CP-4585,Estanco Avellaneda 6,Calle Florida 554,Avellaneda,Buenos Aires
NIF-ARG-AVE-7,5448,CP-3409,Estanco Avellaneda 7,Av. Santa Fe 881,Avellaneda,Buenos Aires
NIF-ARG-AVE-8,8787,CP-1867,Estanco Avellaneda 8,Av. Santa Fe 622,Avellaneda,Buenos Aires
NIF-ARG-AVE-9,1704,CP-5534,Estanco Avellaneda 9,Av. Corrientes 1390,Avellaneda,Buenos Aires
NIF-ARG-AVE-10,1564,CP-6392,Estanco Avellaneda 10,Av. de Mayo 422,Avellaneda,Buenos Aires
NIF-ARG-AVE-11,5828,CP-3399,Estanco Avellaneda 11,Calle Florida 1594,Avellaneda,Buenos Aires
NIF-ARG-AVE-12,3258,CP-5742,Estanco Avellaneda 12,Av. Santa Fe 1297,Avellaneda,Buenos Aires
NIF-ARG-AVE-13,8885,CP-2011,Estanco Avellaneda 13,Calle Lavalle 883,Avellaneda,Buenos Aires
NIF-ARG-AVE-14,9274,CP-2417,Estanco Avellaneda 14,Calle Lavalle 1111,Avellaneda,Buenos Aires
NIF-ARG-AVE-15,7613,CP-3718,Estanco Avellaneda 15,Calle Lavalle 735,Avellaneda,Buenos Aires
NIF-ARG-LAN-1,2887,CP-5349,Estanco Lanús 1,Av. Santa Fe 273,Lanús,Buenos Aires
NIF-ARG-LAN-2,3715,CP-2915,Estanco Lanús 2,Av. Corrientes 708,Lanús,Buenos Aires
NIF-ARG-LAN-3,4035,CP-9264,Estanco Lanús 3,Calle Lavalle 513,Lanús,Buenos Aires
NIF-ARG-LAN-4,5893,CP-4039,Estanco Lanús 4,Calle Lavalle 1016,Lanús,Buenos Aires
NIF-ARG-LAN-5,6786,CP-6843,Estanco Lanús 5,Av. Corrientes 1101,Lanús,Buenos Aires
NIF-ARG-LAN-6,7611,CP-5658,Estanco Lanús 6,Av. de Mayo 1793,Lanús,Buenos Aires
NIF-ARG-LAN-7,1835,CP-8733,Estanco Lanús 7,Av. Santa Fe 419,Lanús,Buenos Aires
NIF-ARG-LAN-8,2085,CP-4377,Estanco Lanús 8,Calle Florida 1303,Lanús,Buenos Aires
NIF-ARG-LAN-9,5324,CP-5181,Estanco Lanús 9,Calle Florida 991,Lanús,Buenos Aires
NIF-ARG-LAN-10,5617,CP-5206,Estanco Lanús 10,Av. Santa Fe 405,Lanús,Buenos Aires
NIF-ARG-LAN-11,3895,CP-8569,Estanco Lanús 11,Av. Corrientes 1763,Lanús,Buenos Aires
NIF-ARG-LAN-12,9377,CP-6006,Estanco Lanús 12,Av. Santa Fe 609,Lanús,Buenos Aires
NIF-ARG-LAN-13,4366,CP-6106,Estanco Lanús 13,Av. Santa Fe 1233,Lanús,Buenos Aires
NIF-ARG-LAN-14,4432,CP-7237,Estanco Lanús 14,Av. de Mayo 366,Lanús,Buenos Aires
NIF-ARG-LAN-15,9452,CP-2087,Estanco Lanús 15,Av. de Mayo 201,Lanús,Buenos Aires
NIF-ARG-RIO-1,1891,CP-8875,Estanco Rio Cuarto 1,Calle Lavalle 1299,Rio Cuarto,Córdoba
NIF-ARG-RIO-2,9779,CP-8945,Estanco Rio Cuarto 2,Av. Santa Fe 1526,Rio Cuarto,Córdoba
NIF-ARG-RIO-3,7124,CP-8316,Estanco Rio Cuarto 3,Calle Lavalle 1714,Rio Cuarto,Córdoba
NIF-ARG-RIO-4,7834,CP-8880,Estanco Rio Cuarto 4,Calle Lavalle 69,Rio Cuarto,Córdoba
